LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
38106,YOUNG SINGLES/COUPLES,Budget
38104,YOUNG SINGLES/COUPLES,Budget
38086,YOUNG SINGLES/COUPLES,Mainstream
38083,YOUNG SINGLES/COUPLES,Mainstream
38081,YOUNG SINGLES/COUPLES,Premium
38079,YOUNG SINGLES/COUPLES,Premium
38068,YOUNG SINGLES/COUPLES,Budget
38057,YOUNG SINGLES/COUPLES,Mainstream
38045,YOUNG SINGLES/COUPLES,Mainstream
38040,YOUNG SINGLES/COUPLES,Budget
38038,YOUNG SINGLES/COUPLES,Mainstream
38030,YOUNG SINGLES/COUPLES,Mainstream
38026,YOUNG SINGLES/COUPLES,Mainstream
38025,YOUNG SINGLES/COUPLES,Premium
38016,YOUNG SINGLES/COUPLES,Premium
38015,YOUNG SINGLES/COUPLES,Mainstream
38013,YOUNG SINGLES/COUPLES,Premium
38010,YOUNG SINGLES/COUPLES,Mainstream
38006,YOUNG SINGLES/COUPLES,Mainstream
38001,YOUNG SINGLES/COUPLES,Budget
37384,YOUNG SINGLES/COUPLES,Mainstream
37382,YOUNG SINGLES/COUPLES,Mainstream
37379,YOUNG SINGLES/COUPLES,Mainstream
37363,YOUNG SINGLES/COUPLES,Mainstream
37358,YOUNG SINGLES/COUPLES,Budget
37351,YOUNG SINGLES/COUPLES,Mainstream
37349,YOUNG SINGLES/COUPLES,Mainstream
37346,YOUNG SINGLES/COUPLES,Mainstream
37338,YOUNG SINGLES/COUPLES,Mainstream
37336,YOUNG SINGLES/COUPLES,Mainstream
37326,YOUNG SINGLES/COUPLES,Premium
37325,YOUNG SINGLES/COUPLES,Budget
37319,YOUNG SINGLES/COUPLES,Mainstream
37308,YOUNG SINGLES/COUPLES,Mainstream
37306,YOUNG SINGLES/COUPLES,Budget
37302,YOUNG SINGLES/COUPLES,Premium
37296,YOUNG SINGLES/COUPLES,Budget
37291,YOUNG SINGLES/COUPLES,Mainstream
37270,YOUNG SINGLES/COUPLES,Mainstream
37259,YOUNG SINGLES/COUPLES,Mainstream
37244,YOUNG SINGLES/COUPLES,Premium
37239,YOUNG SINGLES/COUPLES,Mainstream
37236,YOUNG SINGLES/COUPLES,Mainstream
37222,YOUNG SINGLES/COUPLES,Mainstream
37216,YOUNG SINGLES/COUPLES,Mainstream
37211,YOUNG SINGLES/COUPLES,Mainstream
37208,YOUNG SINGLES/COUPLES,Budget
37203,YOUNG SINGLES/COUPLES,Mainstream
37202,YOUNG SINGLES/COUPLES,Budget
37196,YOUNG SINGLES/COUPLES,Mainstream
37194,YOUNG SINGLES/COUPLES,Mainstream
37193,YOUNG SINGLES/COUPLES,Mainstream
37189,YOUNG SINGLES/COUPLES,Mainstream
37185,YOUNG SINGLES/COUPLES,Mainstream
37184,YOUNG SINGLES/COUPLES,Mainstream
37181,YOUNG SINGLES/COUPLES,Mainstream
37180,YOUNG SINGLES/COUPLES,Mainstream
37179,YOUNG SINGLES/COUPLES,Budget
37178,YOUNG SINGLES/COUPLES,Mainstream
37164,YOUNG SINGLES/COUPLES,Mainstream
37162,YOUNG SINGLES/COUPLES,Premium
37159,YOUNG SINGLES/COUPLES,Mainstream
37153,YOUNG SINGLES/COUPLES,Budget
37148,YOUNG SINGLES/COUPLES,Mainstream
37145,YOUNG SINGLES/COUPLES,Mainstream
37137,YOUNG SINGLES/COUPLES,Mainstream
37133,YOUNG SINGLES/COUPLES,Mainstream
37128,YOUNG SINGLES/COUPLES,Mainstream
37127,YOUNG SINGLES/COUPLES,Mainstream
37122,YOUNG SINGLES/COUPLES,Premium
37112,YOUNG SINGLES/COUPLES,Mainstream
37109,YOUNG SINGLES/COUPLES,Mainstream
37107,YOUNG SINGLES/COUPLES,Budget
37106,YOUNG SINGLES/COUPLES,Mainstream
37098,YOUNG SINGLES/COUPLES,Mainstream
37097,YOUNG SINGLES/COUPLES,Mainstream
37092,YOUNG SINGLES/COUPLES,Mainstream
37091,YOUNG SINGLES/COUPLES,Premium
37085,YOUNG SINGLES/COUPLES,Mainstream
37084,YOUNG SINGLES/COUPLES,Mainstream
37076,YOUNG SINGLES/COUPLES,Mainstream
37070,YOUNG SINGLES/COUPLES,Mainstream
37056,YOUNG SINGLES/COUPLES,Mainstream
37048,YOUNG SINGLES/COUPLES,Mainstream
37037,YOUNG SINGLES/COUPLES,Budget
37036,YOUNG SINGLES/COUPLES,Premium
37028,YOUNG SINGLES/COUPLES,Mainstream
37014,YOUNG SINGLES/COUPLES,Budget
37011,YOUNG SINGLES/COUPLES,Mainstream
37010,YOUNG SINGLES/COUPLES,Mainstream
36362,YOUNG SINGLES/COUPLES,Budget
36353,YOUNG SINGLES/COUPLES,Mainstream
36352,YOUNG SINGLES/COUPLES,Mainstream
36349,YOUNG SINGLES/COUPLES,Budget
36346,YOUNG SINGLES/COUPLES,Budget
36341,YOUNG SINGLES/COUPLES,Budget
36339,YOUNG SINGLES/COUPLES,Mainstream
36335,YOUNG SINGLES/COUPLES,Budget
36334,YOUNG SINGLES/COUPLES,Mainstream
36333,YOUNG SINGLES/COUPLES,Mainstream
36330,YOUNG SINGLES/COUPLES,Mainstream
36327,YOUNG SINGLES/COUPLES,Mainstream
36321,YOUNG SINGLES/COUPLES,Mainstream
36319,YOUNG SINGLES/COUPLES,Mainstream
36313,YOUNG SINGLES/COUPLES,Premium
36310,YOUNG SINGLES/COUPLES,Mainstream
36301,YOUNG SINGLES/COUPLES,Mainstream
36293,YOUNG SINGLES/COUPLES,Premium
36277,YOUNG SINGLES/COUPLES,Mainstream
36273,YOUNG SINGLES/COUPLES,Mainstream
36272,YOUNG SINGLES/COUPLES,Premium
36265,YOUNG SINGLES/COUPLES,Mainstream
36260,YOUNG SINGLES/COUPLES,Mainstream
36258,YOUNG SINGLES/COUPLES,Premium
36252,YOUNG SINGLES/COUPLES,Premium
36244,YOUNG SINGLES/COUPLES,Mainstream
36241,YOUNG SINGLES/COUPLES,Mainstream
36228,YOUNG SINGLES/COUPLES,Mainstream
36224,YOUNG SINGLES/COUPLES,Mainstream
36221,YOUNG SINGLES/COUPLES,Budget
36220,YOUNG SINGLES/COUPLES,Mainstream
36212,YOUNG SINGLES/COUPLES,Mainstream
36205,YOUNG SINGLES/COUPLES,Budget
36200,YOUNG SINGLES/COUPLES,Budget
36194,YOUNG SINGLES/COUPLES,Premium
36192,YOUNG SINGLES/COUPLES,Mainstream
36191,YOUNG SINGLES/COUPLES,Mainstream
36190,YOUNG SINGLES/COUPLES,Budget
36176,YOUNG SINGLES/COUPLES,Mainstream
36165,YOUNG SINGLES/COUPLES,Mainstream
36164,YOUNG SINGLES/COUPLES,Mainstream
36144,YOUNG SINGLES/COUPLES,Mainstream
36140,YOUNG SINGLES/COUPLES,Mainstream
36137,YOUNG SINGLES/COUPLES,Mainstream
36134,YOUNG SINGLES/COUPLES,Mainstream
36131,YOUNG SINGLES/COUPLES,Premium
36130,YOUNG SINGLES/COUPLES,Mainstream
36128,YOUNG SINGLES/COUPLES,Mainstream
36126,YOUNG SINGLES/COUPLES,Mainstream
36112,YOUNG SINGLES/COUPLES,Mainstream
36102,YOUNG SINGLES/COUPLES,Budget
36098,YOUNG SINGLES/COUPLES,Mainstream
36090,YOUNG SINGLES/COUPLES,Mainstream
36087,YOUNG SINGLES/COUPLES,Mainstream
36082,YOUNG SINGLES/COUPLES,Mainstream
36079,YOUNG SINGLES/COUPLES,Mainstream
36076,YOUNG SINGLES/COUPLES,Mainstream
36071,YOUNG SINGLES/COUPLES,Mainstream
36062,YOUNG SINGLES/COUPLES,Mainstream
36050,YOUNG SINGLES/COUPLES,Mainstream
36048,YOUNG SINGLES/COUPLES,Premium
36043,YOUNG SINGLES/COUPLES,Mainstream
36040,YOUNG SINGLES/COUPLES,Mainstream
36035,YOUNG SINGLES/COUPLES,Mainstream
36034,YOUNG SINGLES/COUPLES,Mainstream
36031,YOUNG SINGLES/COUPLES,Mainstream
36021,YOUNG SINGLES/COUPLES,Mainstream
36018,YOUNG SINGLES/COUPLES,Mainstream
36017,YOUNG SINGLES/COUPLES,Premium
36016,YOUNG SINGLES/COUPLES,Budget
36007,YOUNG SINGLES/COUPLES,Budget
35493,YOUNG SINGLES/COUPLES,Mainstream
35491,YOUNG SINGLES/COUPLES,Mainstream
35486,YOUNG SINGLES/COUPLES,Budget
35482,YOUNG SINGLES/COUPLES,Mainstream
35476,YOUNG SINGLES/COUPLES,Premium
35475,YOUNG SINGLES/COUPLES,Premium
35473,YOUNG SINGLES/COUPLES,Budget
35459,YOUNG SINGLES/COUPLES,Mainstream
35446,YOUNG SINGLES/COUPLES,Budget
35439,YOUNG SINGLES/COUPLES,Mainstream
35434,YOUNG SINGLES/COUPLES,Budget
35430,YOUNG SINGLES/COUPLES,Mainstream
35428,YOUNG SINGLES/COUPLES,Premium
35424,YOUNG SINGLES/COUPLES,Mainstream
35423,YOUNG SINGLES/COUPLES,Mainstream
35417,YOUNG SINGLES/COUPLES,Mainstream
35411,YOUNG SINGLES/COUPLES,Premium
35410,YOUNG SINGLES/COUPLES,Premium
35404,YOUNG SINGLES/COUPLES,Budget
35399,YOUNG SINGLES/COUPLES,Budget
35390,YOUNG SINGLES/COUPLES,Mainstream
35388,YOUNG SINGLES/COUPLES,Mainstream
35367,YOUNG SINGLES/COUPLES,Budget
35366,YOUNG SINGLES/COUPLES,Mainstream
35362,YOUNG SINGLES/COUPLES,Budget
35351,YOUNG SINGLES/COUPLES,Mainstream
35349,YOUNG SINGLES/COUPLES,Budget
35336,YOUNG SINGLES/COUPLES,Budget
35333,YOUNG SINGLES/COUPLES,Mainstream
35331,YOUNG SINGLES/COUPLES,Budget
35330,YOUNG SINGLES/COUPLES,Premium
35327,YOUNG SINGLES/COUPLES,Premium
35315,YOUNG SINGLES/COUPLES,Mainstream
35302,YOUNG SINGLES/COUPLES,Budget
35294,YOUNG SINGLES/COUPLES,Mainstream
35293,YOUNG SINGLES/COUPLES,Mainstream
35287,YOUNG SINGLES/COUPLES,Premium
35281,YOUNG SINGLES/COUPLES,Mainstream
35279,YOUNG SINGLES/COUPLES,Mainstream
35278,YOUNG SINGLES/COUPLES,Budget
35274,YOUNG SINGLES/COUPLES,Budget
35266,YOUNG SINGLES/COUPLES,Mainstream
35265,YOUNG SINGLES/COUPLES,Mainstream
35256,YOUNG SINGLES/COUPLES,Mainstream
35254,YOUNG SINGLES/COUPLES,Mainstream
35252,YOUNG SINGLES/COUPLES,Premium
35251,YOUNG SINGLES/COUPLES,Mainstream
35245,YOUNG SINGLES/COUPLES,Budget
35240,YOUNG SINGLES/COUPLES,Mainstream
35232,YOUNG SINGLES/COUPLES,Premium
35226,YOUNG SINGLES/COUPLES,Budget
35214,YOUNG SINGLES/COUPLES,Mainstream
35209,YOUNG SINGLES/COUPLES,Premium
35206,YOUNG SINGLES/COUPLES,Premium
35202,YOUNG SINGLES/COUPLES,Mainstream
35192,YOUNG SINGLES/COUPLES,Mainstream
35190,YOUNG SINGLES/COUPLES,Premium
35185,YOUNG SINGLES/COUPLES,Budget
35184,YOUNG SINGLES/COUPLES,Mainstream
35176,YOUNG SINGLES/COUPLES,Mainstream
35164,YOUNG SINGLES/COUPLES,Premium
35154,YOUNG SINGLES/COUPLES,Mainstream
35151,YOUNG SINGLES/COUPLES,Budget
35149,YOUNG SINGLES/COUPLES,Premium
35148,YOUNG SINGLES/COUPLES,Premium
35145,YOUNG SINGLES/COUPLES,Premium
35131,YOUNG SINGLES/COUPLES,Budget
35130,YOUNG SINGLES/COUPLES,Budget
35125,YOUNG SINGLES/COUPLES,Mainstream
35124,YOUNG SINGLES/COUPLES,Premium
35123,YOUNG SINGLES/COUPLES,Budget
35109,YOUNG SINGLES/COUPLES,Mainstream
35101,YOUNG SINGLES/COUPLES,Mainstream
35100,YOUNG SINGLES/COUPLES,Budget
35086,YOUNG SINGLES/COUPLES,Mainstream
35084,YOUNG SINGLES/COUPLES,Premium
35072,YOUNG SINGLES/COUPLES,Budget
35067,YOUNG SINGLES/COUPLES,Mainstream
35060,YOUNG SINGLES/COUPLES,Premium
35052,YOUNG SINGLES/COUPLES,Budget
35047,YOUNG SINGLES/COUPLES,Budget
35042,YOUNG SINGLES/COUPLES,Budget
35028,YOUNG SINGLES/COUPLES,Mainstream
35022,YOUNG SINGLES/COUPLES,Mainstream
35006,YOUNG SINGLES/COUPLES,Mainstream
35004,YOUNG SINGLES/COUPLES,Budget
35001,YOUNG SINGLES/COUPLES,Budget
34363,YOUNG SINGLES/COUPLES,Premium
34362,YOUNG SINGLES/COUPLES,Mainstream
34360,YOUNG SINGLES/COUPLES,Mainstream
34356,YOUNG SINGLES/COUPLES,Mainstream
34349,YOUNG SINGLES/COUPLES,Budget
34343,YOUNG SINGLES/COUPLES,Budget
34342,YOUNG SINGLES/COUPLES,Mainstream
34340,YOUNG SINGLES/COUPLES,Premium
34336,YOUNG SINGLES/COUPLES,Premium
34333,YOUNG SINGLES/COUPLES,Mainstream
34323,YOUNG SINGLES/COUPLES,Mainstream
34322,YOUNG SINGLES/COUPLES,Mainstream
34318,YOUNG SINGLES/COUPLES,Mainstream
34314,YOUNG SINGLES/COUPLES,Budget
34305,YOUNG SINGLES/COUPLES,Budget
34299,YOUNG SINGLES/COUPLES,Budget
34291,YOUNG SINGLES/COUPLES,Mainstream
34290,YOUNG SINGLES/COUPLES,Mainstream
34289,YOUNG SINGLES/COUPLES,Mainstream
34283,YOUNG SINGLES/COUPLES,Mainstream
34276,YOUNG SINGLES/COUPLES,Mainstream
34272,YOUNG SINGLES/COUPLES,Mainstream
34258,YOUNG SINGLES/COUPLES,Mainstream
34256,YOUNG SINGLES/COUPLES,Budget
34247,YOUNG SINGLES/COUPLES,Mainstream
34237,YOUNG SINGLES/COUPLES,Budget
34223,YOUNG SINGLES/COUPLES,Budget
34222,YOUNG SINGLES/COUPLES,Mainstream
34217,YOUNG SINGLES/COUPLES,Mainstream
34210,YOUNG SINGLES/COUPLES,Mainstream
34206,YOUNG SINGLES/COUPLES,Premium
34205,YOUNG SINGLES/COUPLES,Mainstream
34199,YOUNG SINGLES/COUPLES,Mainstream
34196,YOUNG SINGLES/COUPLES,Budget
34194,YOUNG SINGLES/COUPLES,Premium
34188,YOUNG SINGLES/COUPLES,Mainstream
34186,YOUNG SINGLES/COUPLES,Mainstream
34182,YOUNG SINGLES/COUPLES,Premium
34181,YOUNG SINGLES/COUPLES,Mainstream
34180,YOUNG SINGLES/COUPLES,Premium
34174,YOUNG SINGLES/COUPLES,Mainstream
34172,YOUNG SINGLES/COUPLES,Mainstream
34161,YOUNG SINGLES/COUPLES,Mainstream
34158,YOUNG SINGLES/COUPLES,Budget
34152,YOUNG SINGLES/COUPLES,Budget
34147,YOUNG SINGLES/COUPLES,Mainstream
34146,YOUNG SINGLES/COUPLES,Premium
34143,YOUNG SINGLES/COUPLES,Budget
34142,YOUNG SINGLES/COUPLES,Mainstream
34134,YOUNG SINGLES/COUPLES,Mainstream
34125,YOUNG SINGLES/COUPLES,Mainstream
34118,YOUNG SINGLES/COUPLES,Premium
34110,YOUNG SINGLES/COUPLES,Mainstream
34097,YOUNG SINGLES/COUPLES,Premium
34096,YOUNG SINGLES/COUPLES,Mainstream
34093,YOUNG SINGLES/COUPLES,Mainstream
34092,YOUNG SINGLES/COUPLES,Mainstream
34084,YOUNG SINGLES/COUPLES,Budget
34081,YOUNG SINGLES/COUPLES,Premium
34077,YOUNG SINGLES/COUPLES,Mainstream
34075,YOUNG SINGLES/COUPLES,Budget
34072,YOUNG SINGLES/COUPLES,Mainstream
34062,YOUNG SINGLES/COUPLES,Budget
34060,YOUNG SINGLES/COUPLES,Budget
34056,YOUNG SINGLES/COUPLES,Premium
34049,YOUNG SINGLES/COUPLES,Mainstream
34046,YOUNG SINGLES/COUPLES,Mainstream
34038,YOUNG SINGLES/COUPLES,Mainstream
34032,YOUNG SINGLES/COUPLES,Budget
34021,YOUNG SINGLES/COUPLES,Mainstream
34020,YOUNG SINGLES/COUPLES,Mainstream
34017,YOUNG SINGLES/COUPLES,Mainstream
34009,YOUNG SINGLES/COUPLES,Budget
34004,YOUNG SINGLES/COUPLES,Mainstream
34003,YOUNG SINGLES/COUPLES,Budget
33255,YOUNG SINGLES/COUPLES,Budget
33240,YOUNG SINGLES/COUPLES,Mainstream
33210,YOUNG SINGLES/COUPLES,Mainstream
33208,YOUNG SINGLES/COUPLES,Premium
33205,YOUNG SINGLES/COUPLES,Mainstream
33190,YOUNG SINGLES/COUPLES,Premium
33180,YOUNG SINGLES/COUPLES,Budget
33148,YOUNG SINGLES/COUPLES,Mainstream
33136,YOUNG SINGLES/COUPLES,Budget
33128,YOUNG SINGLES/COUPLES,Mainstream
33123,YOUNG SINGLES/COUPLES,Mainstream
33122,YOUNG SINGLES/COUPLES,Mainstream
33119,YOUNG SINGLES/COUPLES,Mainstream
33116,YOUNG SINGLES/COUPLES,Mainstream
33115,YOUNG SINGLES/COUPLES,Mainstream
33109,YOUNG SINGLES/COUPLES,Budget
33100,YOUNG SINGLES/COUPLES,Mainstream
33093,YOUNG SINGLES/COUPLES,Mainstream
33082,YOUNG SINGLES/COUPLES,Mainstream
33080,YOUNG SINGLES/COUPLES,Premium
33075,YOUNG SINGLES/COUPLES,Mainstream
33071,YOUNG SINGLES/COUPLES,Mainstream
33070,YOUNG SINGLES/COUPLES,Mainstream
33065,YOUNG SINGLES/COUPLES,Mainstream
33058,YOUNG SINGLES/COUPLES,Budget
33054,YOUNG SINGLES/COUPLES,Mainstream
33053,YOUNG SINGLES/COUPLES,Mainstream
33042,YOUNG SINGLES/COUPLES,Budget
33040,YOUNG SINGLES/COUPLES,Mainstream
33034,YOUNG SINGLES/COUPLES,Mainstream
33031,YOUNG SINGLES/COUPLES,Mainstream
33020,YOUNG SINGLES/COUPLES,Mainstream
33014,YOUNG SINGLES/COUPLES,Budget
32229,YOUNG SINGLES/COUPLES,Mainstream
32228,YOUNG SINGLES/COUPLES,Mainstream
32224,YOUNG SINGLES/COUPLES,Budget
32210,YOUNG SINGLES/COUPLES,Mainstream
32206,YOUNG SINGLES/COUPLES,Mainstream
32197,YOUNG SINGLES/COUPLES,Budget
32189,YOUNG SINGLES/COUPLES,Budget
32160,YOUNG SINGLES/COUPLES,Mainstream
32152,YOUNG SINGLES/COUPLES,Budget
32143,YOUNG SINGLES/COUPLES,Mainstream
32136,YOUNG SINGLES/COUPLES,Budget
32135,YOUNG SINGLES/COUPLES,Mainstream
32131,YOUNG SINGLES/COUPLES,Mainstream
32126,YOUNG SINGLES/COUPLES,Mainstream
32101,YOUNG SINGLES/COUPLES,Mainstream
32099,YOUNG SINGLES/COUPLES,Budget
32084,YOUNG SINGLES/COUPLES,Mainstream
32064,YOUNG SINGLES/COUPLES,Budget
32056,YOUNG SINGLES/COUPLES,Mainstream
32047,YOUNG SINGLES/COUPLES,Mainstream
32037,YOUNG SINGLES/COUPLES,Premium
32034,YOUNG SINGLES/COUPLES,Budget
32013,YOUNG SINGLES/COUPLES,Budget
32000,YOUNG SINGLES/COUPLES,Budget
30234,YOUNG SINGLES/COUPLES,Premium
30232,YOUNG SINGLES/COUPLES,Mainstream
30231,YOUNG SINGLES/COUPLES,Mainstream
30229,YOUNG SINGLES/COUPLES,Mainstream
30226,YOUNG SINGLES/COUPLES,Budget
30222,YOUNG SINGLES/COUPLES,Budget
30211,YOUNG SINGLES/COUPLES,Budget
30204,YOUNG SINGLES/COUPLES,Mainstream
30190,YOUNG SINGLES/COUPLES,Mainstream
30179,YOUNG SINGLES/COUPLES,Mainstream
30172,YOUNG SINGLES/COUPLES,Mainstream
30168,YOUNG SINGLES/COUPLES,Budget
30163,YOUNG SINGLES/COUPLES,Budget
30132,YOUNG SINGLES/COUPLES,Premium
30092,YOUNG SINGLES/COUPLES,Premium
30077,YOUNG SINGLES/COUPLES,Budget
30075,YOUNG SINGLES/COUPLES,Mainstream
30074,YOUNG SINGLES/COUPLES,Mainstream
30067,YOUNG SINGLES/COUPLES,Budget
30036,YOUNG SINGLES/COUPLES,Premium
30035,YOUNG SINGLES/COUPLES,Mainstream
30023,YOUNG SINGLES/COUPLES,Mainstream
30014,YOUNG SINGLES/COUPLES,Premium
30004,YOUNG SINGLES/COUPLES,Premium
29383,YOUNG SINGLES/COUPLES,Budget
29369,YOUNG SINGLES/COUPLES,Mainstream
29368,YOUNG SINGLES/COUPLES,Mainstream
29367,YOUNG SINGLES/COUPLES,Mainstream
29366,YOUNG SINGLES/COUPLES,Budget
29363,YOUNG SINGLES/COUPLES,Mainstream
29360,YOUNG SINGLES/COUPLES,Mainstream
29355,YOUNG SINGLES/COUPLES,Mainstream
29352,YOUNG SINGLES/COUPLES,Mainstream
29350,YOUNG SINGLES/COUPLES,Mainstream
29342,YOUNG SINGLES/COUPLES,Mainstream
29341,YOUNG SINGLES/COUPLES,Budget
29340,YOUNG SINGLES/COUPLES,Mainstream
29334,YOUNG SINGLES/COUPLES,Mainstream
29331,YOUNG SINGLES/COUPLES,Budget
29329,YOUNG SINGLES/COUPLES,Mainstream
29325,YOUNG SINGLES/COUPLES,Budget
29317,YOUNG SINGLES/COUPLES,Premium
29316,YOUNG SINGLES/COUPLES,Mainstream
29313,YOUNG SINGLES/COUPLES,Mainstream
29310,YOUNG SINGLES/COUPLES,Mainstream
29300,YOUNG SINGLES/COUPLES,Budget
29293,YOUNG SINGLES/COUPLES,Budget
29292,YOUNG SINGLES/COUPLES,Premium
29286,YOUNG SINGLES/COUPLES,Mainstream
29277,YOUNG SINGLES/COUPLES,Mainstream
29273,YOUNG SINGLES/COUPLES,Premium
29270,YOUNG SINGLES/COUPLES,Premium
29266,YOUNG SINGLES/COUPLES,Mainstream
29264,YOUNG SINGLES/COUPLES,Mainstream
29260,YOUNG SINGLES/COUPLES,Mainstream
29250,YOUNG SINGLES/COUPLES,Mainstream
29246,YOUNG SINGLES/COUPLES,Mainstream
29241,YOUNG SINGLES/COUPLES,Mainstream
29240,YOUNG SINGLES/COUPLES,Mainstream
29238,YOUNG SINGLES/COUPLES,Premium
29237,YOUNG SINGLES/COUPLES,Mainstream
29230,YOUNG SINGLES/COUPLES,Mainstream
29229,YOUNG SINGLES/COUPLES,Mainstream
29228,YOUNG SINGLES/COUPLES,Budget
29226,YOUNG SINGLES/COUPLES,Mainstream
29223,YOUNG SINGLES/COUPLES,Mainstream
29215,YOUNG SINGLES/COUPLES,Mainstream
29202,YOUNG SINGLES/COUPLES,Budget
29193,YOUNG SINGLES/COUPLES,Budget
29174,YOUNG SINGLES/COUPLES,Mainstream
29169,YOUNG SINGLES/COUPLES,Mainstream
29160,YOUNG SINGLES/COUPLES,Mainstream
29158,YOUNG SINGLES/COUPLES,Mainstream
29157,YOUNG SINGLES/COUPLES,Mainstream
29146,YOUNG SINGLES/COUPLES,Mainstream
29144,YOUNG SINGLES/COUPLES,Mainstream
29141,YOUNG SINGLES/COUPLES,Mainstream
29140,YOUNG SINGLES/COUPLES,Mainstream
29139,YOUNG SINGLES/COUPLES,Mainstream
29137,YOUNG SINGLES/COUPLES,Mainstream
29134,YOUNG SINGLES/COUPLES,Mainstream
29133,YOUNG SINGLES/COUPLES,Budget
29132,YOUNG SINGLES/COUPLES,Mainstream
29131,YOUNG SINGLES/COUPLES,Mainstream
29130,YOUNG SINGLES/COUPLES,Budget
29129,YOUNG SINGLES/COUPLES,Mainstream
29125,YOUNG SINGLES/COUPLES,Mainstream
29122,YOUNG SINGLES/COUPLES,Premium
29115,YOUNG SINGLES/COUPLES,Mainstream
29114,YOUNG SINGLES/COUPLES,Mainstream
29113,YOUNG SINGLES/COUPLES,Mainstream
29112,YOUNG SINGLES/COUPLES,Budget
29109,YOUNG SINGLES/COUPLES,Budget
29106,YOUNG SINGLES/COUPLES,Budget
29101,YOUNG SINGLES/COUPLES,Mainstream
29098,YOUNG SINGLES/COUPLES,Mainstream
29089,YOUNG SINGLES/COUPLES,Mainstream
29086,YOUNG SINGLES/COUPLES,Mainstream
29077,YOUNG SINGLES/COUPLES,Mainstream
29076,YOUNG SINGLES/COUPLES,Mainstream
29072,YOUNG SINGLES/COUPLES,Mainstream
29068,YOUNG SINGLES/COUPLES,Mainstream
29063,YOUNG SINGLES/COUPLES,Budget
29062,YOUNG SINGLES/COUPLES,Budget
29058,YOUNG SINGLES/COUPLES,Budget
29053,YOUNG SINGLES/COUPLES,Budget
29043,YOUNG SINGLES/COUPLES,Mainstream
29039,YOUNG SINGLES/COUPLES,Mainstream
29038,YOUNG SINGLES/COUPLES,Budget
29037,YOUNG SINGLES/COUPLES,Budget
29036,YOUNG SINGLES/COUPLES,Mainstream
29031,YOUNG SINGLES/COUPLES,Mainstream
29025,YOUNG SINGLES/COUPLES,Premium
29022,YOUNG SINGLES/COUPLES,Mainstream
29014,YOUNG SINGLES/COUPLES,Mainstream
29012,YOUNG SINGLES/COUPLES,Budget
29009,YOUNG SINGLES/COUPLES,Mainstream
29003,YOUNG SINGLES/COUPLES,Mainstream
28234,YOUNG SINGLES/COUPLES,Budget
28229,YOUNG SINGLES/COUPLES,Premium
28220,YOUNG SINGLES/COUPLES,Mainstream
28218,YOUNG SINGLES/COUPLES,Budget
28217,YOUNG SINGLES/COUPLES,Budget
28207,YOUNG SINGLES/COUPLES,Mainstream
28204,YOUNG SINGLES/COUPLES,Budget
28201,YOUNG SINGLES/COUPLES,Mainstream
28193,YOUNG SINGLES/COUPLES,Mainstream
28190,YOUNG SINGLES/COUPLES,Mainstream
28188,YOUNG SINGLES/COUPLES,Budget
28174,YOUNG SINGLES/COUPLES,Budget
28169,YOUNG SINGLES/COUPLES,Mainstream
28166,YOUNG SINGLES/COUPLES,Mainstream
28163,YOUNG SINGLES/COUPLES,Mainstream
28162,YOUNG SINGLES/COUPLES,Mainstream
28161,YOUNG SINGLES/COUPLES,Mainstream
28160,YOUNG SINGLES/COUPLES,Mainstream
28158,YOUNG SINGLES/COUPLES,Mainstream
28157,YOUNG SINGLES/COUPLES,Mainstream
28150,YOUNG SINGLES/COUPLES,Budget
28149,YOUNG SINGLES/COUPLES,Mainstream
28141,YOUNG SINGLES/COUPLES,Mainstream
28134,YOUNG SINGLES/COUPLES,Mainstream
28131,YOUNG SINGLES/COUPLES,Mainstream
28115,YOUNG SINGLES/COUPLES,Mainstream
28104,YOUNG SINGLES/COUPLES,Premium
28093,YOUNG SINGLES/COUPLES,Mainstream
28087,YOUNG SINGLES/COUPLES,Budget
28071,YOUNG SINGLES/COUPLES,Budget
28067,YOUNG SINGLES/COUPLES,Mainstream
28060,YOUNG SINGLES/COUPLES,Budget
28059,YOUNG SINGLES/COUPLES,Mainstream
28057,YOUNG SINGLES/COUPLES,Mainstream
28031,YOUNG SINGLES/COUPLES,Budget
28030,YOUNG SINGLES/COUPLES,Premium
28028,YOUNG SINGLES/COUPLES,Mainstream
28000,YOUNG SINGLES/COUPLES,Budget
27392,YOUNG SINGLES/COUPLES,Mainstream
27387,YOUNG SINGLES/COUPLES,Mainstream
27386,YOUNG SINGLES/COUPLES,Mainstream
27381,YOUNG SINGLES/COUPLES,Budget
27372,YOUNG SINGLES/COUPLES,Mainstream
27364,YOUNG SINGLES/COUPLES,Mainstream
27363,YOUNG SINGLES/COUPLES,Mainstream
27362,YOUNG SINGLES/COUPLES,Mainstream
27358,YOUNG SINGLES/COUPLES,Mainstream
27347,YOUNG SINGLES/COUPLES,Budget
27341,YOUNG SINGLES/COUPLES,Mainstream
27340,YOUNG SINGLES/COUPLES,Mainstream
27330,YOUNG SINGLES/COUPLES,Mainstream
27328,YOUNG SINGLES/COUPLES,Budget
27322,YOUNG SINGLES/COUPLES,Mainstream
27320,YOUNG SINGLES/COUPLES,Mainstream
27318,YOUNG SINGLES/COUPLES,Budget
